"","date","observed_cumulative_cases","Cumulative_Resolved_Cases_by_Ep","observed_active_cases","observed_cumulative_deaths","observed_new_cases","observed_daily_average_cases","observed_new_episodes","observed_new_cases_community_outbreak","Daily_Cases_Linked_to_a_School_","observed_new_cases_institution_outbreak","observed_new_cases_sporadic","observed_new_ICU_p_acute_care","observed_census_ICU_p_acute_care","observed_census_ICU","Cumulative_Rate_for_0_9_Years__","Cumulative_Rate_for_10_19_Years","Cumulative_Rate_for_20_29_Years","Cumulative_Rate_for_30_39_Years","Cumulative_Rate_for_40_49_Years","Cumulative_Rate_for_50_59_Years","Cumulative_Rate_for_60_69_Years","Cumulative_Rate_for_70_79_Years","Cumulative_Rate_for_80_89_Years","Cumulative_Rate_for_90_Years_an","Cumulative_Rate_for_Males__per_","Cumulative_Rate_for_Females__pe","Source_of_Infection_is_a_Close_","Source_of_Infection_is_an_Outbr","Source_of_Infection_is_Travel_b","Number_of_Cases_with_Missing_In","Number_of_Cases_with_No_Known_E","F__No_Known_Epidemiological_Lin","ObjectId","observed_census_acute_care","observed_new_deaths","cumulative_hosp","observed_new_community_cases","num_non_ltch_tests","non_ltch_pct_positivity","7-Day_Average_of_%_Positivity,_Excluding_LTCH","num_ltch_tests","ltch_pct_positivity","7-Day_Average_of_LTCH_%_Positivity","observed_pct_positivity","pct_positivity_7_day","adjusted_new_episodes","adjusted_active_cases","adjusted_episode_cases"
"629",2021-11-19,31715,"30615",502,"598","25","39.6",36,0,10,2,24,2,20,2,"2865.3","3561.5","4395.3","3265.8","3070.4","2551.8",1285.5,"1590.2","2729.1","6409.5","3032.7",3038.8,13,12,5,0,6,"22.183708838821488",742,18,1,1701,24,2420,0.000152892561983471,0.0178897633067341,23,0.000869565217391304,0.0240981844242714,0.015963978714695,0.0179031468002699,25.9950090342562,501.895605633193,36
"630",2021-11-20,31756,"30672",485,"599","50","40.6",41,1,4,0,36,1,17,2,"2871.9","3569","4398.4","3271.2","3072.6","2554.7",1286.7,"1591.6","2735.2","6409.5","3036.8",3042.5,20,5,3,1,12,"22.393162393162395",743,15,1,1702,37,1423,0.00022487702037948,0.0169696726520632,10,0.001,0.0383838987099857,0.0230286113049546,0.0170953510973271,36.988900544335,484.854507135202,41
"631",2021-11-21,31800,"30712",489,"599","25","38",44,2,8,2,32,1,17,1,"2886","3571.5","4400.3","3275.9","3077","2557.5",1288.5,"1594.3","2738.2","6409.5","3040.1",3047.3,19,11,2,3,9,"22.504230118443317",453,16,0,1703,34,1155,0.00012987012987013,0.0159904931014551,18,0,0.0383838987099857,0.0127877237851663,0.0161188496510726,35.994336246139,488.918541892999,42
"632",2021-11-22,31859,"30773",487,"599","31","36.6",59,2,9,2,46,2,19,0,"2898.2","3580","4402.8","3284","3082.9","2561.7",1289.1,"1599.7","2741.3","6409.5","3045.7",3052,23,13,6,5,12,"21.843003412969285",455,19,0,1705,48,2612,0.000172281776416539,0.0161738698034195,43,0,0.0294553272814142,0.0169491525423729,0.0162256843152487,49.9894020605719,486.892475072886,54
"633",2021-11-23,31907,"30809",498,"600","27","34.4",48,3,13,1,31,2,18,0,"2913.2","3586.7","4404","3289.3","3085.9","2563.8",1292.1,"1602.4","2741.3","6409.5","3049.6",3057.1,14,16,2,1,15,"22.259696458684655",465,18,1,1707,34,2522,0.000218080888183981,0.0171443089181885,22,0,0.0294553272814142,0.0216194968553459,0.0171819877039655,34.9904246048128,497.859748623434,47
"634",2021-11-24,31956,"30848",508,"600","46","34.7",49,1,11,1,36,1,16,0,"2924.5","3590.9","4407.8","3292.7","3092.6","2567.4",1294.5,"1606.4","2741.3","6409.5","3053.9",3062.1,23,11,3,1,11,"22.296173044925123",475,16,0,1708,37,2506,0.00019952114924182,0.0175615210258836,29,0,0.0294553272814142,0.0197238658777121,0.0176243859172389,37.9904933835587,507.869476725617,49
"635",2021-11-25,32000,"30885",514,"601","60","37.7",44,2,5,0,37,0,14,0,"2934.9","3595.1","4410.9","3296.1","3097","2570.9",1295.7,"1610.5","2747.3","6409.5","3058.4",3066.1,19,8,4,1,12,"22.909698996655518",480,14,1,1708,39,2421,0.000156959933911607,0.017921192285529,45,0.000222222222222222,0.0298826777087647,0.0158150851581509,0.0179839877483425,38.9919653243585,513.894107095391,44
"636",2021-11-26,32041,"30932",508,"601","51","41.4",41,8,4,1,28,3,16,1,"2943.3","3597.6","4414.7","3300.1","3102.2","2575.8",1295.7,"1613.2","2750.4","6409.5","3062.3",3069.9,13,12,3,1,12,"23.620689655172413",485,15,0,1711,36,2337,0.000179717586649551,0.0183044069236158,27,0,0.0174603174603175,0.017766497461929,0.0182414904265188,36.9916682443202,507.882429669851,40
"637",2021-11-27,32070,"30962",507,"601","43","40.4",29,6,5,0,18,2,17,1,"2949","3604.4","4416.5","3302.8","3103.6","2577.9",1296.3,"1614.5","2753.4","6409.5","3064.7",3073.1,14,8,2,1,4,"23.560209424083769",543,16,0,1713,24,1545,0.000148867313915858,0.0172185539741355,69,0,0.00317460317460317,0.0142503097893433,0.01698744735286,23.9955447943606,506.905883780868,29
"638",2021-11-28,32137,"30993",543,"601","23","40.1",67,13,12,1,41,1,16,2,"2965.9","3617","4421.5","3306.8","3110.3","2582.2",1299.3,"1614.5","2753.4","6409.5","3072.7",3077.6,19,24,2,1,21,"24.052718286655683",545,14,0,1714,54,1317,0.000189825360668185,0.0180750572712506,14,0,0.00317460317460317,0.0187828700225394,0.0178438968153419,54.9867874111657,542.867140078944,65
"639",2021-11-29,32189,"31037",551,"601","26","39.4",52,7,8,0,37,1,17,2,"2978.1","3624.5","4424.6","3313.6","3114.7","2585.7",1301.1,"1615.9","2753.4","6409.5","3077.1",3083.1,12,16,4,6,14,"24.717285945072696",551,15,0,1715,44,2913,0.00023686920700309,0.0189977348510584,39,0,0.00317460317460317,0.0233739837398374,0.0187617298435511,43.9866026895458,550.832229134994,50
"640",2021-11-30,32259,"31074",584,"601","61","44.3",70,6,12,1,51,2,18,2,"2994.1","3633","4428.4","3320.3","3120.7","2592.7",1302.9,"1619.9","2756.4","6421.2","3084.6",3088.5,28,16,2,5,19,"24.569640062597809",557,16,0,1717,57,2764,0.000180897250361794,0.0184665400250272,95,0.000105263157894737,0.00467836257309942,0.0178384050367261,0.0182215738694626,57.9867546608289,583.864293367089,68
"641",2021-12-01,32337,"31114",622,"601","62","46.6",78,4,20,0,54,0,18,2,"3012.9","3645.6","4432.1","3325","3129.5","2599.8",1307.7,"1619.9","2756.4","6421.2","3092.9",3095.1,34,19,4,8,13,"24.028776978417266",563,16,0,1717,58,2728,0.000238269794721408,0.019020092103307,71,0,0.00467836257309942,0.023222579492676,0.0187213901001717,57.9824543016331,621.811837510617,78
"642",2021-12-02,32407,"31159",647,"601","64","47.1",70,6,15,0,49,0,16,2,"3029.8","3654","4435.3","3328.4","3135.4","2607.5",1311.9,"1626.7","2759.5","6421.2","3099",3102.5,25,16,7,5,17,"24.313186813186814",564,14,0,1717,55,2640,0.00025,0.0203492359045698,15,0,0.00150375939849624,0.0248587570621469,0.020013343229314,54.9821895740167,646.790484625251,71
"643",2021-12-03,32498,"31190",707,"601","59","48.3",91,7,16,0,68,1,13,2,"3048.7","3670","4440.3","3338.5","3144.3","2612.5",1313.7,"1633.4","2759.5","6432.8","3108.2",3110.6,47,21,3,4,16,"23.88250319284802",571,11,0,1718,75,2782,0.000262401150251618,0.0215304296703136,11,0,0.00150375939849624,0.0261367704976728,0.0212090965201346,74.9744644394934,706.759284782958,91
"644",2021-12-04,32552,"31223",728,"601","70","52.1",54,2,7,0,45,0,13,2,"3054.3","3675","4446.5","3346.5","3152.5","2615.3",1316.7,"1633.4","2759.5","6432.8","3113.2",3115.5,25,7,5,7,10,"23.241206030150753",576,11,0,1718,47,1604,0.000268079800498753,0.0232334651929264,14,0,0.00150375939849624,0.0265760197775031,0.0229699122327288,46.983728784257,727.747969254023,54
"645",2021-12-05,32630,"31267",762,"601","35","53.9",78,5,14,1,58,0,12,2,"3068.4","3685.9","4451.5","3354.6","3162.8","2621.6",1319.1,"1636.1","2762.5","6432.8","3118.1",3125.3,37,14,9,1,17,"23.253012048192769",582,10,0,1718,63,1517,0.00034937376400791,0.0255127280977796,15,0,0.00150375939849624,0.0345953002610966,0.025228830838237,63.9716084004396,761.656596843413,78
"646",2021-12-06,32741,"31320",820,"601","69","60",111,4,20,3,84,0,11,2,"3086.3","3701.9","4461.5","3364","3176.1","2629.4",1324.5,"1641.5","2762.5","6444.5","3128.2",3135.7,51,24,9,3,24,"23.24263038548753",588,9,0,1718,88,3031,0.000382711976245464,0.0275961962298135,59,0.000169491525423729,0.00392506690454951,0.037864077669903,0.0272988442568178,90.956594750022,819.595541988841,109
"647",2021-12-07,32847,"31372",874,"601","70","61.3",106,4,20,2,80,2,12,1,"3107.9","3717.9","4472.7","3375.5","3184.3","2635.7",1326.3,"1648.3","2765.6","6444.5","3138.2",3144.7,52,20,6,9,19,"22.23404255319149",594,11,0,1720,84,3467,0.000421113354485146,0.0310278548601471,15,0,0.00242130750605327,0.04192992533027,0.0307404900130383,85.9541187139838,873.522616143117,98
"648",2021-12-08,32957,"31428",928,"601","44","58.7",110,5,13,4,88,2,13,1,"3124.8","3731.4","4484.6","3384.2","3199","2645.6",1329.9,"1653.7","2765.6","6444.5","3147.8",3155.8,39,20,5,12,34,"23.176823176823177",600,12,0,1722,93,3171,0.000384736676127405,0.0331202388802328,19,0,0.00242130750605327,0.0382445141065831,0.0328864806721679,96.9536676526626,927.537672921192,109
"649",2021-12-09,33083,"31466",1016,"601","151","71.1",126,5,22,3,96,1,14,1,"3150.2","3747.4","4498.9","3396.4","3215.3","2653.4",1331.1,"1659.1","2765.6","6444.5","3159.1",3168.3,59,27,3,9,28,"22.899353647276087",606,13,0,1723,101,3297,0.000357901122232332,0.0346616834835518,20,0.002,0.0309927360774818,0.0367802230931564,0.0345895472480264,103.951608627473,1015.51321153972,124
"650",2021-12-10,33253,"31499",1152,"602","87","75.1",170,6,29,6,129,3,15,0,"3169","3775.1","4518.9","3415.9","3238.2","2663.2",1334.7,"1661.8","2771.6","6456.1","3175.5",3184.5,59,35,5,22,49,"23.514851485148512",611,15,1,1726,135,3239,0.000493979623340537,0.0379699473848221,17,0,0.0309927360774818,0.0491400491400491,0.037875729911223,140.913582527084,1151.26257089778,169
"651",2021-12-11,33381,"31542",1237,"602","151","86.7",128,3,17,4,104,0,14,0,"3185","3790.2","4538.9","3433.4","3250.1","2670.3",1338.3,"1661.8","2780.7","6456.1","3189.1",3195.4,47,20,2,16,43,"24.71395881006865",614,14,0,1726,107,2077,0.000640346653827636,0.0432880452895204,31,0.00032258064516129,0.0356010310083574,0.0635673624288425,0.043160207432843,110.91139664299,1235.97567894747,128
"652",2021-12-12,33564,"31606",1355,"603","106","96.9",183,4,20,4,155,1,15,0,"3205.7","3809.6","4569.5","3454.9","3267.8","2686.5",1340.7,"1667.2","2783.8","6467.8","3207.8",3211.6,48,22,4,22,87,"27.330063069376315",619,15,1,1727,159,2060,0.000616504854368932,0.0471042037232493,16,0,0.0356010310083574,0.0611753371868979,0.0469573555651003,162.873291513514,1353.92018868435,185
"653",2021-12-13,33863,"31670",1590,"603","103","101.7",299,5,22,9,263,1,16,0,"3227.3","3834","4611.9","3502.7","3312.2","2707.6",1347.9,"1672.6","2789.8","6467.8","3238.3",3238,59,36,4,63,137,"30.64516129032258",625,16,0,1728,268,3957,0.000778367450088451,0.0527564247781491,100,4e-04,0.0388940092165899,0.0769041163421248,0.0525345039468463,276.731517126315,1588.40713518971,297
"654",2021-12-14,34169,"31742",1824,"603","200","120.3",306,4,33,3,266,2,17,0,"3247.1","3872.7","4661.9","3542.4","3344","2733",1355.7,"1683.4","2789.8","6467.8","3268.7",3266.3,58,36,4,84,124,"32.356020942408378",631,17,0,1730,270,4151,0.000946759816911588,0.0602656599556697,41,0,0.0388940092165899,0.0937500000000001,0.0599373717568077,272.670263329904,1821.77244560646,307
"655",2021-12-15,34500,"31819",2078,"603","256","150.6",331,1,16,4,310,0,14,0,"3272.5","3909.7","4707.5","3590.2","3383.2","2761.9",1365.4,"1688.8","2795.9","6467.8","3298.7",3298.7,39,24,1,123,144,"34.627831715210355",667,14,0,1730,311,4134,0.00102564102564103,0.0694214363772929,80,0,0.0388940092165899,0.10061699098244,0.0688477255962158,314.592372081159,2075.27636393777,326
"656",2021-12-16,34913,"31876",2433,"604","309","173.1",413,7,15,2,389,3,17,0,"3301.6","3977","4769.3","3642.7","3415.7","2795",1378,"1700.9","2808.1","6467.8","3338.5",3337.2,27,27,1,187,171,"36.033519553072622",669,17,1,1733,396,3918,0.00106687085247575,0.0795495753807703,24,0,0.0103225806451613,0.106037544393708,0.0787416286391518,397.453000341719,2429.63926725101,411
"657",2021-12-17,35386,"31947",2835,"604","356","211.6",473,7,26,9,431,2,19,0,"3340.2","4056.9","4834.2","3701.9","3464.5","2829.6",1390,"1705","2820.2","6502.7","3384.2",3381.5,34,40,0,183,216,"38.192520775623265",671,19,0,1735,438,4638,0.000948684777921518,0.0860453633033558,72,0.00125,0.0281797235023041,0.0953290870488323,0.0853400626261208,446.456084103572,2831.4794484786,472
"658",2021-12-18,35896,"31995",3297,"604","307","233.9",510,23,29,15,443,1,19,0,"3384.4","4125.9","4919.1","3761.8","3522.2","2864.1",1400.2,"1714.4","2835.4","6502.7","3433.5",3429.3,19,65,1,167,258,"40.400717703349279",673,19,0,1736,466,3002,0.00136575616255829,0.0964083562852223,68,0,0.0235714285714286,0.133550488599348,0.0953376520790502,480.189293593101,3291.26416518553,502
"659",2021-12-19,36445,"32060",3781,"604","406","276.7",549,21,20,8,500,1,20,0,"3423.9","4192.3","5008.4","3833.9","3583.6","2909.2",1412.8,"1725.2","2838.4","6514.4","3479",3488,21,48,1,151,328,"43.564875491481",677,20,0,1737,521,2552,0.00150470219435737,0.109096889713629,35,0,0.0235714285714286,0.148434480092772,0.107803243922746,527.992593552131,3773.68905224685,546
"660",2021-12-20,37366,"32189",4573,"604","393","318.1",921,8,27,21,865,1,19,0,"3485.9","4292.4","5190.7","3954.3","3668.6","2972.7",1431.4,"1752.2","2856.6","6549.4","3566",3575.4,43,52,1,340,485,"45.902702702702705",679,19,0,1738,873,4531,0.00144780401677334,0.118660269237698,194,0.000103092783505155,0.0193298969072165,0.139259259259259,0.116711121482337,892.416308697054,4564.70421497323,912
"661",2021-12-21,38223,"32302",5317,"604","491","359.7",857,6,23,18,810,3,20,0,"3558.3","4400.9","5346.2","4059.3","3746.3","3027.7",1453.7,"1775.2","2874.8","6584.3","3650.1",3654.8,43,43,0,335,436,"47.24702380952381",687,20,0,1741,816,4864,0.00199424342105263,0.133624320725428,240,0.00025,0.0229013254786451,0.191222570532915,0.130635774415611,831.967355084552,5303.75542522618,861
"662",2021-12-22,39058,"32427",6027,"604","668","418.6",835,6,24,29,776,2,22,0,"3624.2","4514.5","5483.5","4156.3","3830.6","3084.8",1481.3,"1795.4","2893.1","6630.9","3730.3",3734.5,32,57,0,355,391,"47.484019013276516",692,22,0,1743,782,4609,0.00185289650683445,0.145442256171048,176,0.000113636363636364,0.0245247021020217,0.17889237199582,0.141817971703236,809.177654230631,6012.95488752943,830
"663",2021-12-23,39927,"32547",6776,"604","748","481.3",869,2,15,45,807,3,23,1,"3690.9","4623","5634.6","4241.1","3925.2","3141.9",1516.7,"1821.1","2920.4","6689.2","3813.9",3817.3,38,65,2,391,373,"47.369959088252486",697,22,0,1746,809,4637,0.00180935949967651,0.156049236845345,169,0.000650887573964497,0.0338230960158002,0.17686225551394,0.151935787577555,852.136128841486,6760.38863909754,865
"664",2021-12-24,40711,"32698",7409,"604","858","553",784,0,17,33,734,3,25,1,"3750.2","4721.4","5773.2","4322.5","4000.7","3206.7",1542,"1842.7","2944.7","6700.9","3885.5",3895.3,62,48,0,340,334,"47.291499061410562",702,24,0,1749,734,3446,0.00198491004062681,0.170852454883992,203,4.92610837438424e-05,0.0166696829264265,0.187722663743491,0.165134869962507,765.205080501864,7390.88207280424,771
"665",2021-12-25,41259,"32822",7832,"605","506","581.4",548,0,8,34,506,3,25,1,"3800.9","4776.1","5865","4388.5","4051.7","3244.8",1567.8,"1858.9","2956.8","6724.2","3930.8",3954.5,55,38,2,170,283,"47.816704747397814",707,24,1,1752,506,947,0.00212249208025343,0.181662967993922,89,0.000224719101123595,0.0198799557996208,0.195945945945946,0.174048506726306,538.708426854323,7812.00869391909,540
"666",2021-12-26,42074,"32999",8470,"605","432","585.1",815,1,11,52,751,7,28,1,"3889.3","4851.8","5986.7","4479.3","4144.9","3316",1588.8,"1884.5","3002.3","6782.4","4002.8",4038,85,61,6,319,344,"47.2855464159812",717,27,0,1759,752,2063,0.00270964614638875,0.198876453022942,162,0.000246913580246914,0.023407292660291,0.253033707865168,0.188991253550934,801.521274541247,8442.08137681431,810
"667",2021-12-27,43227,"33305",9317,"605","548","607.3",1153,1,7,57,1088,5,32,2,"3966.4","4972.9","6185.9","4609.9","4247.6","3418.9",1636.3,"1923.7","3041.8","6875.7","4107.5",4153.5,76,64,4,534,475,"46.582656984194784",721,30,0,1764,1089,3876,0.0030030959752322,0.221094909572354,224,0.0003125,0.026398824324503,0.285609756097561,0.209898467384977,1141.94833877311,9282.33578728103,1151
"668",2021-12-28,44505,"33606",10294,"605","878","662.6",1278,0,6,76,1196,7,38,1,"4047.3","5126.8","6385.1","4763.4","4364.5","3539.5",1675.3,"1960.1","3138.9","6980.5","4221.7",4283,57,80,1,732,408,"44.949690402476783",725,37,0,1771,1196,4361,0.00346021554689291,0.24203736851293,272,0.000183823529411765,0.0254534461732425,0.326786099719404,0.22926468584019,1266.90872023764,10250.1792358915,1262
"669",2021-12-29,45952,"33957",11390,"605","1249","745.6",1447,1,6,82,1358,5,42,4,"4147","5287.5","6632.3","4920.2","4516.1","3663.5",1721,"2011.4","3196.6","7062.1","4346.9",4433.5,52,87,3,1009,296,"41.8966119455117",744,38,0,1776,1359,4363,0.00340591336236534,0.264223323591943,328,0.000121951219512195,0.0255722298286115,0.317629503304199,0.249084276027101,1435.37694282442,11342.8722433923,1422
"670",2021-12-30,47413,"34360",12447,"606","1359","832.9",1461,0,3,76,1382,11,48,5,"4246.7","5459.9","6862.7","5085.1","4660.3","3792.5",1779.8,"2046.5","3263.4","7202","4483.3",4576.3,37,77,3,978,366,"39.944",747,43,1,1787,1382,4597,0.00361540134870568,0.290023921435216,280,0.000285714285714286,0.0203554685678942,0.342423621078532,0.272735899679186,1451.83541328731,12391.4785739415,1443
"671",2021-12-31,48342,"34839",12893,"610","1351","903.3",929,0,1,67,861,13,56,5,"4293.7","5549.9","7013.8","5184.7","4760.1","3881.3",1817.1,"2085.7","3318.1","7330.1","4559.5",4677.2,39,67,5,526,292,"39.124729854893488",750,51,4,1800,861,2861,0.00331702202027263,0.309054092573014,272,7.35294117647059e-05,0.0207021589681923,0.303542930098947,0.28928165201568,924.595483206448,12842.0192392343,911
"672",2022-01-01,48777,"35388",12779,"610","1185","1000.3",435,0,1,60,374,17,72,6,"4313.4","5574.3","7085.6","5232.5","4809.7","3922.2",1832.1,"2107.3","3387.9","7435","4595.8",4723.2,23,62,2,138,210,"38.979892865460755",753,66,0,1817,374,1088,0.00243566176470588,0.313527945208049,190,0.000105263157894737,0.0189956454934943,0.208920187793427,0.291135115136748,432.982148978072,12744.2216090663,433
"673",2022-01-02,49401,"36044",12746,"611","507","1011",624,0,0,75,549,9,77,5,"4332.2","5620.6","7200.4","5301.8","4866.6","3980",1860.9,"2142.4","3448.6","7539.9","4647.1",4790.5,40,73,3,259,249,"38.144489039827107",756,72,1,1826,549,1575,0.00297142857142857,0.317267694137189,207,0.000531400966183575,0.0230597510068752,0.268799102132435,0.293387314317786,622.077650427526,12701.3692756817,616
"674",2022-01-03,50155,"37033",12511,"611","572","1014.4",754,0,0,112,642,8,75,4,"4364.2","5673.6","7322.2","5379.9","4964.2","4049.8",1890.4,"2189.6","3506.3","7679.8","4706",4874.4,47,110,5,299,293,"37.141293298928765",759,71,0,1834,642,2058,0.00334305150631681,0.322124201724112,398,0.000276381909547739,0.0225437782861286,0.284609120521172,0.293244366378302,751.619785762673,12464.6154823626,742
"675",2022-01-04,50941,"37968",12360,"613","810","1004.7",786,0,0,109,677,12,81,4,"4386.8","5730","7451.4","5464.1","5062.6","4133.7",1921.6,"2226.1","3576.1","7773","4768.5",4960.3,28,106,1,338,313,"36.381506526183358",762,77,2,1846,677,2299,0.0032361896476729,0.318923831735255,108,0.000555555555555556,0.0278542358024685,0.311591192355629,0.291073665326335,783.252067572603,12309.8309530242,770
"676",2022-01-05,51610,"38897",12099,"614","708","927.4",669,0,1,124,544,17,95,7,"4401.8","5772.9","7554.4","5549.5","5146.1","4204.9",1947.4,"2255.8","3639.8","7889.5","4821.5",5033.8,37,126,5,309,192,"35.27724665391969",765,88,1,1863,544,2344,0.00285836177474403,0.311101666197807,466,0.000407725321888412,0.0319367229792716,0.245195729537367,0.280725983359644,666.262423201247,12060.3548866027,654
"677",2022-01-06,52240,"39811",11811,"618","851","854.9",630,0,0,124,506,12,94,7,"4410.3","5825","7655.6","5608.1","5220.1","4273.3",1976.2,"2288.2","3724.8","8041","4869.1",5105.5,25,123,6,251,225,"34.760009745797127",768,87,4,1875,506,2016,0.00287698412698413,0.300552848744642,332,0.000331325301204819,0.0325883089148506,0.251703577512777,0.267765977135965,628.34090172258,11772.2734985087,620
"678",2022-01-07,52824,"40556",11649,"619","667","757.1",584,2,0,146,436,19,101,8,"4432.9","5861.2","7739.2","5680.1","5284.4","4328.3",1997.3,"2328.7","3818.9","8215.8","4914.4",5169.9,32,147,4,250,151,"33.823165194419218",771,93,1,1894,438,1990,0.0027035175879397,0.291788499711315,316,0.000379746835443038,0.0369628435388268,0.238508239375542,0.258475307032621,582.639151733836,11612.8070286471,574
"679",2022-01-08,53266,"41093",11553,"620","710","689.3",442,0,0,97,345,20,112,10,"4448.9","5883.9","7805.4","5730.6","5341.3","4376.2",2009.9,"2343.5","3897.9","8379","4946.9",5221,26,96,4,172,144,"32.964104272507704",774,102,1,1914,345,1314,0.00275494672754947,0.296349713466223,92,0.00184782608695652,0.0618565996682809,0.269559032716928,0.26713799916455,440.788550844222,11512.4322547921,436
"680",2022-01-09,53666,"41812",11234,"620","511","689.9",400,0,0,88,312,18,122,13,"4465.8","5900.7","7861.6","5773","5392.4","4407.9",2029.1,"2382.7","3943.4","8600.4","4978.7",5264,30,86,8,171,105,"32.082470669427195",777,109,0,1932,312,1358,0.00221649484536082,0.285564945950969,236,0.000677966101694915,0.0639503873184429,0.198870765370138,0.257148236769936,399.191727605206,11204.8970125541,392
"681",2022-01-10,54311,"42900",10790,"621","422","668.4",645,0,0,141,504,14,124,14,"4490.2","5925.9","7954.6","5845.7","5470.8","4482.7",2062.1,"2420.5","4019.3","8740.2","5029.3",5333.5,41,138,14,284,168,"30.7831107903284",410,110,1,1946,504,2083,0.00272683629380701,0.276761871486544,240,0.000875,0.0725020743249037,0.253551442100732,0.252711425567016,643.335327409736,10754.3614737124,645
"682",2022-01-11,54816,"44126",10066,"624","613","640.3",505,1,1,114,389,15,127,9,"4506.2","5945.3","8032.7","5904.2","5529.9","4530.6",2085,"2443.4","4110.4","8973.3","5066.9",5391.6,37,117,15,186,150,"30.588691688488023",456,118,3,1961,390,1654,0.00269649334945586,0.269051924369157,185,0.000756756756756757,0.0753763771992066,0.250135943447525,0.24393210429443,502.729212551314,10033.2006501065,502
"683",2022-01-12,55329,"45576",9126,"627","489","609",513,1,0,156,356,18,127,9,"4528.8","5965.5","8088.2","5960.1","5583.9","4584.9",2108.4,"2486.6","4240.9","9311.3","5104.4",5450,50,156,14,186,107,"31.619921083502184",457,118,3,1979,357,1780,0.00218539325842697,0.259438088421771,387,0.00155038759689922,0.0917001239850753,0.207198892478081,0.238503984714532,512.036419831757,9101.36797586727,509
"684",2022-01-13,55757,"47007",8120,"630","405","545.3",428,0,0,110,318,16,127,11,"4544.8","6000.8","8138.8","6004.5","5627.5","4620.8",2127.6,"2517.7","4347.2","9544.3","5135.4",5496.8,48,107,14,170,89,"32.214765100671137",459,116,3,1995,318,1515,0.00240924092409241,0.252756042666175,219,0.00146118721461187,0.107841008462319,0.228950403690888,0.235253531311405,427.051579918767,8095.78248094462,417
"685",2022-01-14,56178,"47955",7591,"632","438","512.6",421,0,0,102,319,20,138,15,"4566.4","6021.8","8189.4","6059.7","5661.5","4661.7",2151.6,"2550","4429.1","9719.1","5168.6",5541.8,62,99,23,140,97,"31.814701378254213",462,123,2,2015,319,1609,0.0020261031696706,0.243078693833759,121,0.0012396694214876,0.120125616834384,0.197109826589595,0.229339472341984,420.180910863081,7571.50875975438,422
"686",2022-01-15,56504,"48375",7493,"636","377","465",326,0,0,79,247,15,141,11,"4586.1","6039.5","8228.1","6100.8","5701.5","4693.4",2162.5,"2571.6","4486.8","9812.4","5192.2",5579.1,51,77,14,126,58,"30.296363401061218",466,130,4,2030,247,1118,0.00245080500894454,0.238733812139403,199,0.000703517587939698,0.103778352562715,0.218678815489749,0.222070869880958,325.296383729907,7471.65507404127,320
"687",2022-01-16,56786,"48977",7167,"642","394","448.3",282,0,0,62,220,12,143,14,"4599.3","6056.3","8255.6","6133.8","5738.5","4720.2",2173.9,"2593.2","4526.3","10033.8","5212.3",5612.1,57,62,16,88,59,"29.12660798916723",472,129,6,2042,220,990,0.0022020202020202,0.238527031520251,125,0.00144,0.114664551109931,0.211659192825112,0.223897788088812,281.393414501285,7147.23909877594,279
"688",2022-01-17,57097,"49704",6746,"647","295","430.1",311,1,0,102,208,14,137,15,"4605.9","6068.9","8289.3","6167.4","5769.5","4756.2",2190.1,"2617.5","4608.2","10266.9","5235.5",5645.9,51,102,8,84,66,"27.715355805243448",477,122,5,2056,209,1080,0.00194444444444444,0.227350005100786,172,0.00127906976744186,0.1204369763591,0.185303514376996,0.214148084128278,310.495498862947,6729.71595851407,309
"689",2022-01-18,57532,"50505",6379,"648","217","373.6",435,2,0,114,319,17,135,16,"4629.4","6095.9","8324.9","6216.6","5825","4797.1",2206.3,"2658","4711.5","10546.6","5272.3",5690,76,119,15,129,96,"25.898953117888031",482,119,1,2073,321,1573,0.00267005721551176,0.226972346044442,282,0.00117021276595745,0.126343490776253,0.244204851752022,0.213300785314635,433.97884533022,6358.70733445941,432
"690",2022-01-19,57893,"51161",6080,"652","505","375.9",361,0,0,105,256,23,142,21,"4652","6116.9","8368.6","6256.9","5856","4826.7",2218.3,"2698.5","4793.4","10791.3","5301.2",5728.1,65,104,15,112,65,"25.147222664332325",487,121,4,2096,256,1554,0.00225868725868726,0.228019403191017,156,0.00217948717948718,0.135330627670367,0.22514619883041,0.21586468622211,360.249178341961,6062.16798562157,359
"691",2022-01-20,58197,"51778",5764,"655","489","387.9",304,0,0,90,214,18,139,19,"4671.7","6137.9","8394.8","6289.9","5886.4","4854.9",2231.5,"2724.2","4875.4","11001","5325.4",5761.2,50,90,6,96,62,"23.787141178445527",531,120,3,2114,214,1193,0.00252305113160101,0.229645263298283,182,0.00159340659340659,0.137219475938863,0.24,0.217443199980555,303.330952083905,5745.97947575529,303
"692",2022-01-21,58494,"52355",5481,"658","360","376.7",297,1,0,92,204,13,137,20,"4693.3","6152.2","8419.1","6320.2","5915.9","4886.6",2242.4,"2753.9","4969.5","11199.2","5349.2",5793.1,49,92,15,82,59,"23.368606701940035",532,117,3,2127,205,1274,0.00198587127158556,0.229070521897068,182,0.00115384615384615,0.13599342925827,0.188186813186813,0.216168483780157,296.497454653119,5467.5636534329,290
